STATE,IBGE_RES_POP,IBGE_RES_POP_BRAS,IBGE_DU,IBGE_DU_URBAN,IBGE_DU_RURAL,IBGE_POP,IBGE_1,IBGE_1-4,IBGE_5-9,IBGE_10-14,IBGE_15-59,IBGE_60+,IBGE_PLANTED_AREA,IBGE_CROP_PRODUCTION_$,IDHM,LONG,LAT,ALT,PAY_TV,FIXED_PHONES,AREA,CATEGORIA_TUR,ESTIMATED_POP,RURAL_URBAN,GVA_AGROPEC,GVA_INDUSTRY,GVA_SERVICES,GVA_PUBLIC,GVA_TOTAL,TAXES,GDP,POP_GDP,GDP_CAPITA,GVA_MAIN,COMP_TOT,COMP_A,COMP_B,COMP_C,COMP_E,COMP_F,COMP_G,COMP_H,COMP_I,COMP_L,COMP_M,COMP_N,COMP_O,COMP_P,COMP_Q,COMP_R,COMP_S,HOTELS,BEDS,Pr_Agencies,Pu_Agencies,Pr_Bank,Pu_Bank,Cars,Motorcycles,Wheeled_tractor,UBER,MAC,WAL-MART,POST_OFFICES
19,5405,5405,1575,714,861,2273,33,137,179,224,1329,371,838,4053,0.587,-36.2148,-6.3834,579.0767,63,30,185.748,5,5508,3,2423,1926,7631,28091,40070,1128,41198,5590,7370.0,1,22,0,0,0,0,0,15,0,0,0,1,1,2,0,0,0,3,0,0,0,0,0,0,436,508,0,0,0,0,1
14,1771,1771,588,268,320,782,13,41,58,43,486,141,110,75,0.641,-36.6048,-7.6288,468.6118,11,30,169.878,0,1907,3,1457,875,3737,11623,17692,631,18323,1909,9598.0,1,26,2,0,1,0,1,9,0,1,0,0,1,4,0,0,0,7,0,0,0,0,0,0,102,174,0,0,0,0,1
26,1564,1564,490,265,225,869,16,53,94,98,534,74,7382,23963,0.644,-48.9155,-11.1043,239.5122,29,75,986.693,0,1708,3,16813,936,6350,13452,37552,1652,39204,1694,23143.0,1,8,0,0,0,0,0,2,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,147,140,0,0,0,0,1
14,6202,6202,1732,607,1125,2069,33,114,156,207,1271,288,1642,18134,0.524,-35.2528,-6.9142,75.9627,72,47,108.448,0,6349,3,9282,1611,10478,29687,51058,1489,52546,6349,8276.0,1,40,2,0,0,0,0,26,3,0,0,0,1,3,1,0,0,4,0,0,0,0,0,0,448,765,0,0,0,0,1
24,3813,3813,1171,704,467,2271,37,132,190,237,1412,263,1961,5680,0.604,-37.1879,-10.357,200.1191,38,38,128.393,0,3977,3,6039,1522,8292,20842,36694,1569,38264,3999,9568.0,1,22,0,0,0,0,0,10,4,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,333,534,0,0,0,0,1
16,4869,4869,1176,363,813,1372,27,104,149,165,813,114,2680,3434,0.527,-40.9011,-7.8308,402.7855,7,25,755.251,0,5316,3,2304,1120,5807,21425,30655,2309,32965,5152,6398.0,1,16,0,0,0,0,1,8,0,0,0,0,0,4,1,0,0,2,0,0,0,0,0,0,117,267,0,0,0,0,1
16,4183,4183,1104,358,746,1326,25,104,129,147,786,135,845,422,0.555,-42.8322,-5.6205,168.1409,53,19,345.848,0,4425,3,1728,762,3921,16940,23351,683,24034,4353,5521.0,1,17,0,0,0,0,1,11,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,55,246,0,0,0,0,1
10,3127,3127,998,655,343,2034,32,114,176,176,1229,307,497,1262,0.632,-42.4001,-19.8348,360.5742,40,62,205.385,4,2814,3,9781,1328,7797,14946,33852,960,34813,3000,11604.0,1,33,0,0,1,0,1,23,0,0,0,1,2,2,0,0,0,3,0,0,0,0,0,0,320,477,0,0,0,0,1
10,3848,3848,1179,371,808,1096,10,59,80,89,670,188,254,816,0.601,-43.1966,-20.4875,611.2906,129,58,165.091,0,3814,3,5270,1400,8846,17171,32687,1180,33867,3918,8644.0,1,26,1,0,0,0,2,11,1,2,0,0,2,2,1,0,0,4,0,0,0,0,0,0,468,645,0,0,0,0,1
16,6675,6675,1869,680,1189,2364,32,175,192,202,1499,264,1423,132,0.561,-42.4396,-9.3352,393.5425,55,59,1017.057,0,6992,3,2814,1108,7547,24014,35484,1421,36905,6880,5364.0,1,37,0,0,3,0,0,29,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,277,864,0,0,0,0,1
4,3874,3874,1182,579,603,1761,30,96,128,155,1116,236,375,2607,0.632,-39.1881,-12.9115,165.8524,324,44,94.778,4,4050,3,6564,1629,7515,14872,30580,1017,31596,4201,7521.0,1,29,0,0,2,0,0,15,3,2,0,0,1,2,0,0,0,4,0,0,0,0,0,0,350,489,0,0,0,0,1
16,4264,4264,1106,284,822,958,10,54,76,85,622,111,2323,1815,0.55,-41.2719,-4.2534,141.2269,43,35,848.705,4,4356,3,1955,1105,6883,19187,29130,1273,30402,4288,7090.0,1,30,0,0,0,0,0,17,0,1,0,0,0,4,0,0,0,8,0,0,0,0,0,0,98,286,0,0,0,0,1
5,6840,6840,1891,1001,890,3453,48,194,263,314,2147,487,1452,827,0.61,-38.3473,-6.0313,205.8611,101,28,382.707,0,7211,3,10594,1584,11124,26406,49708,1601,51309,7134,7192.0,1,39,0,0,2,0,0,23,0,0,0,1,1,2,1,0,0,9,0,0,0,0,0,0,173,889,0,0,0,0,1
10,2470,2470,827,611,216,1780,10,81,118,133,1115,323,227,1646,0.71,-42.4584,-21.7423,215.2697,124,186,131.365,5,2361,3,4540,1286,10322,12775,28922,1422,30344,2459,12340.0,1,30,0,0,0,0,0,15,1,2,0,1,2,2,2,0,0,5,0,0,0,0,0,0,483,194,0,0,0,0,1
16,5074,5074,1321,363,957,1328,28,99,116,124,830,131,1329,265,0.548,-42.7944,-9.4786,401.143,34,13,712.918,5,5295,3,2168,589,4490,18587,25834,760,26594,5210,5104.0,1,21,1,0,0,0,0,15,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,138,388,0,0,0,0,1
24,5324,5324,1492,1017,475,3577,69,262,370,415,2128,333,4700,14429,0.584,-37.3161,-10.2705,214.9422,79,34,183.273,0,5567,3,8034,5187,12335,29844,55400,2577,57977,5595,10362.0,1,31,0,0,1,0,3,13,1,1,0,0,1,4,0,0,0,7,0,0,0,0,0,0,436,710,0,0,0,0,1
16,4477,4477,1325,676,649,2150,29,128,169,181,1278,365,2425,4318,0.577,-42.6911,-6.6233,131.9885,30,51,656.475,0,4373,3,3606,1138,6355,17686,28785,1270,30055,4309,6975.0,1,45,0,0,3,0,0,28,1,0,0,1,0,3,2,2,0,5,0,0,0,0,0,0,144,522,0,0,0,0,1
10,3329,3329,903,183,720,616,10,50,64,51,380,61,341,870,0.543,-42.7653,-18.1651,664.7886,41,35,167.474,5,3469,3,4789,743,6065,15468,27064,674,27738,3498,7930.0,1,19,0,0,2,0,0,11,0,0,0,0,1,2,1,0,0,2,0,0,0,0,0,0,369,769,0,0,0,0,1
14,2933,2933,966,586,380,1805,28,105,125,146,1048,353,170,50,0.641,-36.452,-6.4045,375.7512,2,12,244.317,0,2990,3,1013,912,6036,16577,24538,1026,25563,2988,8555.0,1,19,0,0,2,0,0,11,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,96,180,0,0,0,0,1
19,4233,4233,1302,877,425,2804,47,182,191,228,1777,379,309,286,0.597,-37.841,-6.1562,224.9263,40,38,63.279,4,4095,3,1393,659,7929,19148,29129,1140,30269,4204,7200.0,1,42,0,0,3,0,1,24,0,0,0,1,0,2,2,2,0,7,0,0,0,0,0,0,373,851,0,0,0,0,1
14,8376,8376,2234,288,1946,899,13,56,72,97,550,111,2150,677,0.513,-35.7907,-7.5829,353.0647,7,31,192.406,0,8448,3,6897,1277,9841,38306,56322,1477,57799,8443,6846.0,1,33,0,0,0,0,1,25,0,0,0,0,1,2,1,0,0,3,0,0,0,0,0,0,433,447,0,0,0,0,1
4,4561,4561,1388,814,574,2523,17,139,230,209,1550,378,430,165,0.599,-39.7861,-11.4709,299.9581,72,40,384.592,0,4487,3,6433,1637,9620,18166,35856,1895,37750,4740,7964.0,1,28,0,0,2,0,1,14,3,0,0,0,1,2,0,0,0,5,0,0,0,0,0,0,296,381,0,0,0,0,1
9,7337,7337,1898,1362,536,5179,89,393,556,607,3008,526,3157,6580,0.544,-44.0709,-5.4729,121.5606,12,35,373.164,0,7772,3,7651,2412,13153,24353,47568,1703,49272,7668,6426.0,1,26,0,0,1,0,0,16,0,0,0,0,0,1,3,1,0,3,0,0,0,0,0,0,179,813,0,0,0,0,1
9,11921,11921,2842,1066,1776,4268,84,362,455,478,2433,456,1736,3192,0.521,-45.6745,-3.4297,49.7764,300,64,1144.074,0,10211,3,16284,2358,11995,29708,60345,1506,61851,9965,6207.0,1,32,0,0,1,0,0,27,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,193,1236,0,0,0,0,1
24,5645,5645,1704,831,873,2703,45,152,207,274,1704,321,2990,10514,0.577,-37.1961,-10.2262,238.6661,122,29,242.679,0,5811,3,14264,3060,12445,27981,57750,2865,60615,5859,10346.0,1,38,0,0,1,0,1,14,1,1,0,0,1,4,1,0,0,12,0,0,0,0,0,0,399,880,0,0,0,0,1
5,4629,4629,1175,381,794,1369,21,79,107,133,851,178,1005,1346,0.585,-39.2203,-6.8889,313.2803,17,24,100.127,0,4469,3,3448,1182,6834,19130,30594,1220,31814,4459,7135.0,1,10,0,0,0,0,1,2,0,0,0,0,1,2,0,0,0,4,0,0,0,0,0,0,165,289,0,0,0,0,1
9,6140,6140,1705,809,896,2901,46,175,251,330,1760,339,1324,4479,0.57,-44.3358,-5.4048,198.0573,18,39,271.445,0,6263,3,4790,2439,10224,20078,37531,1365,38896,6138,6337.0,1,18,0,0,1,0,1,12,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,237,981,0,0,0,0,1
4,4866,4866,1402,724,678,2457,28,155,240,254,1427,353,418,539,0.511,-40.9354,-12.6499,561.3341,151,59,698.245,0,4043,3,4996,1156,5257,14418,25827,540,26367,4207,6267.0,1,21,1,0,0,0,0,13,1,0,0,1,1,2,1,0,0,1,0,0,0,0,0,0,192,206,0,0,0,0,1
15,7534,7531,2302,1055,1247,3130,56,199,299,305,1777,494,1900,1551,0.58,-36.1805,-8.5805,608.5777,132,240,189.596,0,7756,3,12009,1392,11059,30221,54681,1731,56412,7730,7298.0,1,40,0,0,2,0,0,22,2,0,0,1,2,3,1,1,0,6,0,0,0,0,0,0,492,744,0,0,0,0,1
14,6156,6156,1736,1207,529,4109,60,263,340,412,2452,582,515,195,0.61,-38.1467,-7.1793,305.9808,14,49,192.26,0,6186,3,4751,2024,11304,30709,48788,1680,50468,6182,8164.0,1,54,0,0,2,0,2,38,1,0,0,1,1,2,1,2,0,4,0,0,0,0,0,0,308,1060,0,0,0,0,1
10,2629,2628,812,509,303,1620,20,77,110,131,1061,221,3875,22832,0.697,-44.9224,-21.4037,947.4159,147,45,305.591,5,2757,3,21279,4302,9736,15581,50898,1437,52334,2775,18859.0,1,43,0,0,5,0,2,13,5,1,0,1,2,2,2,1,0,9,0,0,0,0,0,0,421,178,0,0,0,0,1
13,10037,10032,2500,683,1817,2766,39,196,276,271,1762,222,3678,24379,0.572,-47.9134,-1.4266,3.9284,122,50,471.644,0,11559,3,44591,10172,13875,38091,106729,4603,111332,11224,9919.0,1,36,2,0,8,0,2,11,0,0,0,0,1,2,2,0,0,8,0,0,0,0,0,0,310,874,0,0,0,0,1
26,3532,3532,1067,594,473,1905,26,133,194,205,1166,181,18565,41391,0.601,-48.1112,-8.3843,179.5191,39,69,1243.961,0,3758,3,18529,1060,8472,22875,50935,2063,52998,3752,14125.0,1,26,2,0,0,0,0,15,0,1,0,0,1,4,0,0,0,2,0,0,0,0,0,0,182,643,0,0,0,0,1
1,6997,6997,1693,1093,600,4312,83,301,459,543,2509,417,2794,23973,0.548,-35.461,-8.8403,93.4027,28,31,208.738,0,7036,3,22935,2249,10245,28917,64346,729,65075,7148,9104.0,1,34,0,0,2,0,1,18,3,1,0,1,1,3,1,0,0,2,0,0,0,0,0,0,203,248,0,0,0,0,1
15,11501,11501,2941,1907,1034,7072,104,500,719,811,4223,715,3628,15363,0.575,-35.7974,-8.728,229.6328,111,170,87.208,0,11668,3,16958,2823,19724,47493,86998,2754,89752,11649,7705.0,1,53,2,0,3,0,1,30,3,0,0,1,3,4,2,2,0,2,0,0,0,0,0,0,551,917,0,0,0,0,1
1,5558,5558,1414,772,642,2900,51,230,301,305,1754,259,319,496,0.552,-37.0036,-9.6584,169.1072,57,21,105.863,0,5597,3,13475,813,7153,21500,42941,668,43608,5685,7671.0,1,24,0,0,0,0,0,14,3,1,0,0,1,2,1,0,0,2,0,0,0,0,0,0,303,368,0,0,0,0,1
19,2607,2607,732,130,602,424,9,23,29,30,272,61,529,277,0.565,-35.97,-5.6526,135.7067,34,28,254.022,0,2617,3,2122,603,3754,15655,22133,695,22828,2666,8563.0,1,7,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,188,334,0,0,0,0,1
8,2300,2300,748,596,152,1823,30,95,149,170,1131,248,275,1892,0.649,-49.3762,-15.9516,700.9316,49,53,122.475,0,2474,3,5344,1351,6475,11680,24849,1192,26041,2460,10586.0,1,40,0,0,5,0,1,18,0,1,0,2,1,2,2,0,0,7,0,0,0,0,0,0,373,174,0,0,0,0,1
1,4202,4202,1132,772,360,2798,41,195,270,339,1707,246,2384,10517,0.562,-35.5556,-8.9389,102.9264,42,38,88.794,0,4175,3,12830,1342,8156,21425,43753,670,44423,4249,10455.0,1,24,0,0,0,0,1,12,3,1,0,1,2,3,1,0,0,0,0,0,0,0,0,0,241,249,0,0,0,0,1
19,3582,3582,1045,294,751,917,11,52,83,100,530,141,357,1897,0.595,-35.3278,-6.2692,88.338,162,46,44.641,0,3873,3,1898,1003,4832,20130,27863,597,28460,3881,7333.0,1,14,0,0,0,0,1,7,1,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,229,535,0,0,0,0,1
16,4517,4517,1265,250,1015,862,18,69,76,90,524,85,3980,395,0.555,-43.1331,-9.222,448.7531,50,22,1271.889,0,4748,3,2229,1616,7152,20846,31844,1282,33126,4671,7092.0,1,17,1,0,0,0,1,9,1,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,139,352,0,0,0,0,1
14,4681,4681,1315,676,639,2304,24,142,177,201,1408,352,154,63,0.563,-37.9151,-6.5942,281.2737,6,11,177.902,0,4679,3,1394,1807,7832,21141,32175,1359,33533,4676,7171.0,1,47,0,0,0,0,1,26,0,0,0,0,3,1,6,1,0,7,0,0,0,0,0,0,166,692,0,0,0,0,1
19,6227,6227,1687,1098,589,3975,62,254,394,463,2360,442,797,2412,0.601,-35.5998,-6.3915,147.2127,54,60,105.652,0,6728,3,1468,1533,11631,32123,46756,1667,48423,6743,7181.0,1,34,0,0,0,0,0,20,1,0,0,0,1,4,3,0,0,5,0,0,0,0,0,0,440,740,0,0,0,0,1
16,4523,4523,1164,283,881,994,13,47,90,83,657,104,2787,892,0.502,-41.5303,-8.4824,424.1788,25,23,1329.665,4,4653,3,2519,852,6168,19551,29089,1211,30300,4580,6616.0,1,32,0,0,0,0,0,21,0,2,0,0,0,2,2,1,0,3,0,0,0,0,0,0,176,260,0,0,0,0,1
16,4850,4850,1463,533,930,1718,28,124,153,175,1013,225,7138,10828,0.541,-41.5824,-6.5153,441.6862,36,25,804.698,5,5154,3,6031,1318,6864,20420,34633,1685,36318,5068,7166.0,1,35,0,0,3,0,2,19,0,0,0,0,1,2,0,1,0,7,0,0,0,0,0,0,177,413,0,0,0,0,1
10,4225,4225,1193,848,345,3073,39,202,291,341,1889,311,725,610,0.634,-44.5783,-16.9784,708.8384,82,30,600.547,4,4124,3,9992,3653,9613,18338,41596,1432,43028,4260,10100.0,1,48,2,0,1,0,1,21,1,0,0,0,2,2,2,1,0,15,0,0,0,0,0,0,343,399,0,0,0,0,1
16,2656,2656,775,460,315,1582,20,100,147,180,929,206,680,724,0.597,-42.6274,-5.8366,237.4101,94,31,67.617,0,2831,3,949,616,3576,12432,17573,553,18126,2785,6508.0,1,19,0,0,0,0,1,7,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,170,551,0,0,0,0,1
14,7164,7164,2054,1166,888,3735,77,272,344,384,2155,503,1329,559,0.566,-36.9486,-7.379,589.2521,14,48,270.753,4,7371,3,2738,1857,12735,33656,50986,2371,53357,7371,7239.0,1,38,2,0,1,0,1,22,0,0,0,1,1,2,2,0,0,6,0,0,0,0,0,0,319,536,0,0,0,0,1
14,3942,3942,1106,503,603,1723,26,119,143,148,1009,278,330,632,0.583,-35.4433,-6.6154,123.5805,96,17,37.996,0,4294,3,3631,1083,7109,21004,32826,1036,33862,4299,7877.0,1,22,0,0,2,0,1,14,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,157,369,0,0,0,0,1
26,2622,2622,729,468,261,1986,45,158,215,234,1150,184,508,1386,0.639,-47.8568,-6.194,201.7533,31,47,279.563,0,3060,3,7846,1538,6037,18404,33825,1445,35270,2992,11788.0,1,27,1,0,1,0,1,18,1,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,144,361,0,0,0,0,1
19,3536,3536,1004,826,178,2899,52,214,243,283,1727,380,698,463,0.617,-38.3235,-6.4038,297.1456,41,50,31.971,5,3978,3,1023,868,7752,20732,30375,1003,31377,3955,7934.0,1,31,1,0,0,0,2,16,0,0,0,2,1,2,2,0,0,5,0,0,0,0,0,0,278,508,0,0,0,0,1
1,3652,3652,1045,471,574,1632,32,103,167,191,980,159,65,534,0.577,-36.385,-9.4478,550.3111,74,17,91.741,4,3534,3,5528,784,6709,17336,30357,720,31078,3600,8633.0,1,23,2,0,2,0,1,8,0,0,0,0,1,2,6,0,0,1,0,0,0,0,0,0,220,606,0,0,0,0,1
14,7609,7609,0,0,0,2838,45,211,277,266,1701,338,3147,10225,0.529,-35.0139,-6.7701,92.9344,85,136,123.832,5,8460,3,23738,1724,11193,37552,74207,1436,75644,8475,8926.0,1,36,2,0,2,0,0,15,1,1,0,1,1,2,5,0,0,6,0,0,0,0,0,0,458,662,0,0,0,0,1
10,4595,4595,1286,593,693,2005,32,111,179,220,1195,268,487,861,0.597,-43.0574,-18.4728,773.0384,32,97,280.53,0,4482,3,10713,1517,10601,20156,42987,1149,44136,4631,9530.0,1,39,0,0,1,0,2,18,0,2,0,1,0,2,6,0,0,7,0,0,0,0,0,0,449,718,0,0,0,0,1
14,4321,4321,1136,186,950,682,20,50,60,67,387,98,2232,6223,0.541,-35.7709,-7.1212,482.5669,5,21,38.124,5,4516,3,12055,1359,7013,22054,42481,1106,43586,4517,9649.0,1,17,0,0,0,0,0,6,1,0,0,0,1,2,3,0,0,4,0,0,0,0,0,0,246,362,0,0,0,0,1
14,2702,2702,720,328,392,1198,21,79,107,120,711,160,304,140,0.565,-37.7116,-6.5426,198.669,5,5,83.522,0,2889,3,991,789,4774,15020,21574,673,22247,2892,7692.0,1,22,0,0,2,0,0,8,0,0,0,0,0,2,2,0,0,8,0,0,0,0,0,0,149,536,0,0,0,0,1
26,3154,3154,818,560,258,2017,44,166,214,252,1166,175,215,511,0.58,-47.5049,-5.9526,151.011,17,88,738.105,0,3403,3,4305,599,4395,21426,30726,882,31607,3386,9335.0,1,13,0,0,0,0,0,9,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,125,366,0,0,0,0,1
9,8118,8118,1800,408,1392,1760,35,148,196,249,1011,121,5267,16022,0.527,-42.6108,-3.5822,26.5006,300,24,634.384,0,8445,3,9493,1716,8086,24783,44079,917,44995,8306,5417.0,1,11,1,0,0,0,0,2,0,0,0,0,1,2,0,0,0,5,0,0,0,0,0,0,59,205,0,0,0,0,1
16,6769,6769,1713,446,1267,1701,17,101,165,218,1019,181,3123,1907,0.508,-41.448,-4.7,394.4533,62,43,1309.128,5,6617,3,2733,1088,8092,26078,37992,1518,39509,6513,6066.0,1,36,0,0,0,0,0,23,0,0,0,0,0,2,6,0,0,5,0,0,0,0,0,0,155,562,0,0,0,0,1
1,5275,5275,1471,647,824,2252,43,140,186,233,1409,241,275,106,0.563,-36.8649,-9.3037,283.7805,23,17,167.461,0,5337,3,11781,748,7752,22743,43024,621,43645,5419,8054.0,1,44,0,0,2,0,0,26,1,0,0,0,1,1,4,0,0,8,0,0,0,0,0,0,371,701,0,0,0,0,1
4,10507,10507,2788,533,2255,1809,27,124,170,182,1138,168,731,1647,0.527,-40.7736,-14.2398,356.2026,15,68,1172.861,0,8844,3,10290,2889,14301,30283,57763,1964,59727,9735,6135.0,1,51,0,0,0,0,4,35,0,2,0,0,2,2,0,0,0,6,0,0,0,0,0,0,342,377,0,0,0,0,1
26,3152,3152,898,530,368,1788,31,123,196,222,1013,203,1221,2960,0.596,-48.6067,-7.1385,182.757,19,47,1186.67,0,3514,3,14608,635,3970,21207,40420,960,41380,3470,11925.0,1,16,1,0,0,0,1,10,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,125,348,0,0,0,0,1
10,3154,3154,920,601,319,1960,26,114,163,213,1132,312,43,99,0.585,-42.2518,-18.4579,320.577,31,76,233.493,4,3219,3,3411,1138,7108,16657,28314,1100,29413,3270,8995.0,1,31,0,0,2,0,0,21,1,0,0,0,1,2,3,0,0,1,0,0,0,0,0,0,198,325,0,0,0,0,1
26,4386,4386,1229,550,679,1983,47,134,220,222,1134,226,294,737,0.643,-47.667,-6.3726,210.0485,28,91,395.907,0,3959,3,9375,1835,7889,24305,43405,1927,45332,4118,11008.0,1,25,1,0,1,0,0,13,0,0,0,2,2,4,0,0,0,2,0,0,0,0,0,0,245,639,0,0,0,0,1
16,4556,4556,1231,360,871,1360,28,84,110,122,842,174,699,605,0.586,-42.1793,-4.6269,117.974,72,13,356.264,0,4847,3,2552,925,5645,20720,29843,966,30809,4768,6462.0,1,16,0,0,1,0,1,11,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,258,649,0,0,0,0,1
