STATE,IBGE_RES_POP,IBGE_RES_POP_BRAS,IBGE_DU,IBGE_DU_URBAN,IBGE_DU_RURAL,IBGE_POP,IBGE_1,IBGE_1-4,IBGE_5-9,IBGE_10-14,IBGE_15-59,IBGE_60+,IBGE_PLANTED_AREA,IBGE_CROP_PRODUCTION_$,IDHM,LONG,LAT,ALT,PAY_TV,FIXED_PHONES,AREA,CATEGORIA_TUR,ESTIMATED_POP,RURAL_URBAN,GVA_AGROPEC,GVA_INDUSTRY,GVA_SERVICES,GVA_PUBLIC,GVA_TOTAL,TAXES,GDP,POP_GDP,GDP_CAPITA,GVA_MAIN,COMP_TOT,COMP_A,COMP_B,COMP_C,COMP_E,COMP_F,COMP_G,COMP_H,COMP_I,COMP_L,COMP_M,COMP_N,COMP_O,COMP_P,COMP_Q,COMP_R,COMP_S,HOTELS,BEDS,Pr_Agencies,Pu_Agencies,Pr_Bank,Pu_Bank,Cars,Motorcycles,Wheeled_tractor,UBER,MAC,WAL-MART,POST_OFFICES
8,2259,2259,746,556,190,1638,18,71,123,162,1019,245,760,3016,0.678,-49.8993,-15.0184,809.6516,11,75,212.025,0,2346,3,11325,1432,8157,13186,34100,1721,35821,2366,15140.0,1,20,1,0,2,0,0,12,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,598,436,0,0,0,0,1
9,4885,4885,1189,559,630,2198,41,203,254,276,1248,176,7879,17634,0.566,-46.2593,-7.1206,405.5717,11,18,743.087,0,5340,3,15090,1859,10934,18306,46188,1583,47771,5298,9017.0,1,30,0,0,0,0,0,26,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,128,647,0,0,0,0,1
4,7435,7435,2097,831,1266,2715,34,185,204,275,1652,365,482,1428,0.524,-40.0692,-13.033,550.0138,63,63,475.381,0,8172,3,7620,2628,11513,26365,48126,2004,50130,8372,5988.0,1,42,1,0,1,0,3,26,2,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0,444,298,0,0,0,0,1
26,3770,3770,1141,746,395,2465,38,165,228,273,1465,296,7960,13294,0.661,-48.9062,-10.5669,262.5997,56,176,516.308,0,4215,3,12056,2270,9310,24142,47777,2160,49937,4159,12007.0,1,23,1,0,0,0,2,13,1,1,0,1,1,2,0,0,0,1,0,0,0,0,0,0,395,472,0,0,0,0,1
19,4295,4295,1291,998,293,3234,34,158,236,291,1984,531,272,47,0.585,-37.7118,-5.9593,140.2477,63,22,141.17,0,4272,3,1573,3537,6973,20487,32570,940,33510,4359,7688.0,1,47,0,0,4,0,4,17,0,1,0,0,2,3,2,0,0,14,0,0,0,0,0,0,349,601,0,0,0,0,1
1,8491,8491,2148,1112,1036,4002,80,293,392,460,2390,387,2880,707,0.525,-37.8362,-9.5014,234.5954,34,60,321.43,5,9303,3,4342,2452,16726,38221,61741,2146,63887,9381,6810.0,1,35,0,0,0,0,1,22,2,0,0,1,2,1,1,0,0,4,0,0,0,0,0,0,489,821,0,0,0,0,1
26,1037,1037,319,242,77,817,9,68,91,100,473,76,2154,5209,0.675,-48.9074,-10.7084,304.0231,24,26,205.85,0,1106,3,4001,472,2799,10580,17852,631,18483,1104,16742.0,1,16,0,0,0,0,0,8,0,0,0,0,3,4,0,0,0,1,0,0,0,0,0,0,119,147,0,0,0,0,1
16,6657,6657,2021,787,1234,2325,30,116,167,211,1479,322,3657,1018,0.541,-40.9059,-7.3547,362.9892,21,77,278.637,0,6862,3,2572,3468,16717,25896,48653,3560,52214,6753,7732.0,1,63,0,0,1,0,4,50,2,0,0,0,1,2,0,1,0,2,0,0,0,0,0,0,499,706,0,0,0,0,1
1,5112,5112,1277,849,428,3224,62,235,332,451,1802,342,198,32,0.558,-37.3311,-9.6731,164.3475,22,24,38.189,5,4985,3,1654,1149,7055,24555,34413,511,34924,5036,6935.0,1,22,0,0,1,0,0,15,2,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,179,231,0,0,0,0,1
26,5740,5740,1507,858,649,3214,68,231,299,386,1943,287,169,611,0.628,-47.5587,-6.6119,176.0714,33,157,747.898,0,6570,3,17623,3408,8007,35515,64554,2080,66634,6450,10331.0,1,32,1,0,0,0,2,21,0,0,0,1,1,3,0,0,0,2,0,0,0,0,0,0,395,695,0,0,0,0,1
14,1256,1256,402,231,171,699,10,56,70,63,417,83,49,0,0.584,-36.6583,-7.3167,487.0905,2,14,207.688,0,1786,3,1291,583,3460,11463,16797,657,17454,1782,9795.0,1,20,0,0,0,0,0,10,0,0,0,1,2,2,1,1,0,3,0,0,0,0,0,0,126,213,0,0,0,0,1
19,3859,3853,1106,963,143,3313,39,206,271,300,2037,460,200,28,0.603,-37.1017,-5.7771,82.4738,89,18,383.214,0,3787,3,3294,2030,7531,20203,33058,1003,34061,3875,8790.0,1,23,0,0,0,0,3,8,0,2,0,0,1,2,3,0,0,4,0,0,0,0,0,0,316,521,0,0,0,0,1
10,1766,1766,557,327,230,1010,10,45,71,74,636,174,121,568,0.642,-43.1438,-19.351,646.8891,58,101,94.183,0,1664,3,1977,845,4936,10647,18405,523,18928,1742,10865.0,1,19,0,0,2,0,0,7,0,1,0,0,1,2,1,1,0,4,0,0,0,0,0,0,284,197,0,0,0,0,1
19,2895,2895,845,370,475,1191,10,66,94,115,718,188,245,664,0.589,-35.3756,-6.2744,76.535,99,44,41.215,0,3075,3,1826,1441,6054,19515,28836,703,29539,3092,9554.0,1,20,0,0,0,0,2,9,1,0,0,1,1,2,2,0,0,2,0,0,0,0,0,0,259,432,0,0,0,0,1
14,2233,2233,674,327,347,1106,19,75,96,92,687,137,205,52,0.62,-37.0544,-7.1328,307.5951,9,16,111.876,0,2402,3,878,2866,5581,14916,24241,876,25117,2404,10448.0,1,18,0,0,1,0,5,6,0,0,0,0,1,2,1,0,0,2,0,0,0,0,0,0,189,309,0,0,0,0,1
16,6105,6105,1832,527,1305,1678,22,108,123,150,1032,243,2146,1142,0.563,-41.2523,-7.6808,257.7872,16,31,803.3,0,6377,3,3516,1649,9608,24646,39419,2221,41640,6271,6640.0,1,37,1,0,1,0,1,19,0,0,0,0,3,2,3,1,0,6,0,0,0,0,0,0,206,505,0,0,0,0,1
24,2974,2974,873,348,525,1184,15,75,93,114,765,122,3020,7649,0.593,-37.686,-10.6181,173.8937,70,24,82.202,5,3236,3,3552,1259,6429,18418,29659,910,30569,3227,9473.0,1,15,1,0,0,0,0,4,0,0,0,0,1,4,0,0,0,5,0,0,0,0,0,0,181,300,0,0,0,0,1
10,1785,1785,586,317,269,965,10,53,73,87,615,127,64,157,0.637,-43.7455,-21.7068,819.1693,123,100,112.959,0,1808,3,4092,686,5541,11395,21715,658,22373,1842,12146.0,1,30,0,0,3,0,0,12,2,1,0,0,1,2,2,0,0,7,0,0,0,0,0,0,409,218,0,0,0,0,1
4,6876,6876,1880,484,1396,1714,35,94,179,141,1066,199,492,1663,0.588,-38.649,-12.1436,195.341,40,75,158.488,0,7298,3,5710,1563,8424,22590,38288,1341,39629,7486,5294.0,1,24,1,0,2,0,1,13,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,260,342,0,0,0,0,1
14,6978,6978,1727,898,829,3319,49,265,277,317,1993,418,2080,26080,0.56,-35.6155,-6.8692,324.997,160,72,64.446,5,6680,3,12353,2084,12481,31166,58084,2165,60249,6667,9037.0,1,36,0,0,4,0,2,15,1,1,0,0,1,2,4,0,0,6,0,0,0,0,0,0,434,901,0,0,0,0,1
1,2866,2866,762,450,312,1619,19,109,160,173,1013,145,250,1542,0.574,-36.2865,-9.4762,297.4379,30,26,117.086,0,2911,3,7425,652,4468,16495,29041,361,29402,2954,9953.0,1,12,0,0,0,0,0,5,0,0,0,1,0,3,1,0,0,2,0,0,0,0,0,0,93,253,0,0,0,0,1
9,6030,6027,1562,595,967,2410,43,185,261,273,1451,197,964,2261,0.615,-44.5837,-1.8572,1.9986,172,42,248.629,5,5995,3,7816,1858,7972,19442,37088,976,38064,5847,6510.0,1,25,0,0,0,0,1,9,0,0,0,0,1,2,0,0,0,12,0,0,0,0,0,0,61,460,0,0,0,0,1
26,7659,7659,1837,1103,734,4466,89,386,554,564,2472,401,276,1589,0.583,-47.8147,-5.3967,128.7572,39,82,289.054,4,8365,3,5899,1191,8373,46994,62457,1316,63774,8298,7685.0,1,39,1,0,0,0,2,23,1,0,0,1,1,2,0,0,0,7,0,0,0,0,0,0,222,775,0,0,0,0,1
9,11541,11541,2495,874,1621,4409,71,393,507,548,2567,323,1935,5563,0.563,-44.0768,-2.9282,51.3674,119,56,355.893,0,12629,3,27815,4319,15272,42813,90219,1654,91873,12532,7331.0,1,13,0,0,1,0,0,6,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,188,695,0,0,0,0,1
26,4191,4191,1151,491,660,1811,47,132,206,231,1035,160,223,672,0.572,-48.141,-6.4422,158.5756,11,69,517.478,0,4604,3,7486,880,6192,28316,42875,1277,44153,4561,9680.0,1,24,0,0,0,0,2,10,1,0,0,0,0,3,1,0,0,7,0,0,0,0,0,0,207,553,0,0,0,0,1
26,2570,2570,787,307,480,1029,15,76,90,90,659,99,8750,23796,0.616,-48.533,-9.3437,208.1625,22,128,845.065,0,2811,3,10866,850,5938,16866,34520,2219,36738,2787,13182.0,1,19,1,0,0,0,0,10,0,2,0,0,1,3,0,1,0,1,0,0,0,0,0,0,158,314,0,0,0,0,1
10,2116,2116,703,636,67,1914,24,97,149,174,1221,249,8,39,0.684,-43.0221,-21.6315,337.0116,138,133,79.402,0,2289,3,2892,1767,7508,12289,24456,877,25334,2278,11121.0,1,35,0,0,7,0,0,17,0,1,0,1,0,3,2,0,0,4,0,0,0,0,0,0,480,229,0,0,0,0,1
19,3595,3595,969,511,458,1736,13,92,164,174,1032,261,314,150,0.605,-35.9355,-5.8794,168.1002,55,27,125.809,0,3608,3,954,1211,5789,21834,29789,617,30406,3673,8278.0,1,9,0,0,0,0,1,4,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,232,348,0,0,0,0,1
9,7061,7061,1753,580,1173,2293,45,165,238,282,1357,206,911,915,0.525,-44.5637,-5.4998,159.9683,6,9,623.214,0,7719,3,6852,1657,8656,22482,39648,1149,40796,7645,5336.0,1,10,0,0,0,0,1,4,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,143,728,0,0,0,0,1
10,5284,5284,1602,1153,449,3739,46,214,311,287,2277,604,289,492,0.613,-40.1469,-16.2476,217.814,20,113,440.605,0,5248,3,4220,1100,10477,22203,37999,981,38980,5387,7236.0,1,51,0,0,1,0,1,31,1,0,0,1,0,2,1,1,0,12,0,0,0,0,0,0,295,454,0,0,0,0,1
24,3749,3749,1036,579,457,2134,36,159,204,224,1282,229,1105,3556,0.592,-37.1977,-10.6462,70.7812,23,65,67.672,5,3904,3,5523,2020,10812,25877,44232,1359,45591,3926,11613.0,1,17,1,0,2,0,0,5,1,0,0,1,2,4,0,0,0,1,0,0,0,0,0,0,325,340,0,0,0,0,1
26,2523,2523,664,433,231,1615,37,131,125,188,998,136,43,93,0.662,-47.8063,-10.2824,274.6467,42,60,539.912,0,2834,3,4695,900,4583,16618,26795,928,27723,2794,9922.0,1,29,0,0,3,0,2,17,0,0,0,2,2,1,0,1,0,1,0,0,0,0,0,0,151,394,0,0,0,0,1
26,2474,2474,683,447,236,1594,27,111,170,169,938,179,82,213,0.637,-47.6843,-6.437,256.8685,12,56,269.677,0,2528,3,10604,610,3683,15815,30712,846,31558,2548,12385.0,1,21,0,0,1,0,0,16,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,144,442,0,0,0,0,1
16,6007,6007,1784,1177,607,3911,40,217,331,362,2440,521,7982,5684,0.584,-41.2338,-6.9818,238.2713,11,102,385.135,0,6388,3,3190,4990,11251,21859,41290,4667,45957,6270,7330.0,1,58,1,0,7,0,0,38,3,1,0,1,2,2,1,1,0,1,0,0,0,0,0,0,443,613,0,0,0,0,1
10,4135,4135,1075,344,731,1230,19,80,127,136,748,120,177,534,0.558,-43.3038,-18.469,765.1542,45,48,305.737,4,3877,3,4658,944,8271,17726,31599,1056,32655,4066,8031.0,1,37,1,0,2,0,0,16,2,2,0,0,2,2,1,1,0,8,0,0,0,0,0,0,475,540,0,0,0,0,1
16,2059,2059,533,200,333,803,20,72,105,99,434,73,211,198,0.619,-42.7112,-6.0467,244.672,50,16,33.668,0,2155,3,130,596,2237,10130,13092,254,13347,2120,6296.0,1,9,0,0,0,0,0,3,0,0,0,1,0,2,2,0,0,1,0,0,0,0,0,0,63,206,0,0,0,0,1
10,4220,4217,1118,502,616,1706,33,115,168,213,985,192,311,328,0.557,-43.1745,-18.3623,722.9042,14,47,218.595,5,4293,3,3329,1247,7124,19057,30757,855,31612,4368,7237.0,1,38,1,0,2,0,0,14,1,0,0,1,1,4,4,0,0,10,0,0,0,0,0,0,304,570,0,0,0,0,1
10,815,815,290,194,96,524,3,21,34,40,352,74,28,121,0.677,-45.7966,-19.4406,728.0852,73,24,335.659,0,786,3,4164,791,4286,8242,17483,420,17902,815,21966.0,1,15,2,0,0,0,0,4,1,0,0,0,1,2,1,1,0,3,0,0,0,0,0,0,248,33,0,0,0,0,1
19,4540,4540,1372,739,633,2404,29,142,194,196,1471,372,411,159,0.598,-37.9616,-6.1141,609.5933,24,25,122.375,5,4784,3,1246,1784,7641,22970,33641,1153,34794,4819,7220.0,1,47,0,0,0,0,3,28,0,1,0,0,1,2,2,0,0,10,0,0,0,0,0,0,308,908,0,0,0,0,1
15,5744,5744,1547,509,1038,1831,32,136,174,196,1092,201,2461,1174,0.585,-37.6475,-7.6021,592.8245,19,134,138.398,4,5993,3,2110,951,8080,26676,37817,1059,38876,5964,6519.0,1,22,0,0,0,0,0,10,0,1,0,0,1,2,1,1,0,6,0,0,0,0,0,0,276,650,0,0,0,0,1
26,1742,1742,551,341,210,1106,15,76,132,131,648,104,15238,42941,0.667,-48.9111,-11.9862,288.5279,23,68,1025.519,0,1946,3,15760,849,3840,13697,34146,1009,35155,1921,18300.0,1,15,0,0,0,0,0,7,0,0,0,1,2,4,1,0,0,0,0,0,0,0,0,0,148,238,0,0,0,0,1
9,4613,4613,1213,764,449,2861,51,203,295,308,1660,344,2729,5648,0.568,-43.5459,-6.4201,299.2162,31,55,863.908,0,5645,3,8481,2129,8983,18287,37880,1326,39206,5556,7057.0,1,25,0,0,1,0,0,20,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,89,718,0,0,0,0,1
16,4313,4313,1234,288,946,1021,17,62,77,113,640,112,2550,658,0.596,-42.9991,-9.0626,482.86,35,23,656.361,0,4444,3,1550,889,5574,18381,26394,883,27277,4374,6236.0,1,16,0,0,1,0,1,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,148,363,0,0,0,0,1
1,6718,6718,1835,907,928,3567,43,221,334,384,2151,434,1070,10719,0.572,-36.8989,-10.1203,15.6049,98,91,139.945,4,6953,3,22908,2219,9048,27808,61983,2162,64145,7046,9104.0,1,18,0,0,0,0,0,14,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,162,269,0,0,0,0,1
19,3401,3401,1003,706,297,2297,23,125,164,185,1478,322,321,357,0.608,-37.1854,-6.3839,141.9096,33,22,404.428,0,3573,3,7228,10488,7789,19946,45451,1941,47392,3603,13153.0,1,35,1,0,6,0,1,16,1,1,0,0,1,4,1,0,0,2,0,0,0,0,0,0,234,477,0,0,0,0,1
4,5715,5715,1725,1547,178,5141,63,352,516,561,3004,645,3185,3440,0.546,-39.3389,-15.0782,151.0905,134,185,127.925,4,5710,3,5462,2549,15389,22604,46005,2548,48553,6081,7984.0,1,33,2,0,0,0,0,26,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,361,364,0,0,0,0,1
16,6591,6591,1930,601,1329,1929,35,119,159,168,1165,283,6051,7047,0.552,-41.4794,-6.8706,402.7826,12,78,373.347,0,6710,3,3985,2077,12215,24490,42767,2676,45443,6606,6879.0,1,58,0,0,5,0,0,44,1,0,0,1,1,2,0,2,0,2,0,0,0,0,0,0,335,882,0,0,0,0,1
9,7496,7496,1876,775,1101,3003,42,221,294,357,1749,340,1825,1851,0.557,-44.5824,-5.0487,77.4327,15,19,353.232,0,7642,3,4747,1934,11394,23241,41315,1437,42752,7489,5709.0,1,23,0,0,0,0,0,13,0,0,0,1,1,2,1,1,0,4,0,0,0,0,0,0,119,974,0,0,0,0,1
16,4445,4445,1376,410,966,1233,13,68,92,127,727,206,3007,1202,0.559,-41.3461,-6.8189,279.359,75,72,480.537,0,4602,3,1387,1136,7317,18687,28527,1261,29788,4529,6577.0,1,24,0,0,0,0,0,17,0,0,0,0,1,2,1,0,0,3,0,0,0,0,0,0,238,630,0,0,0,0,1
23,1904,1904,593,151,442,439,4,22,30,35,278,70,943,4439,0.71,-53.2546,-26.6945,442.0055,18,50,72.755,0,1833,3,13955,1023,6660,11930,33567,1168,34736,1860,18675.0,1,38,0,0,1,0,0,15,3,0,0,0,1,2,1,0,0,15,0,0,0,0,0,0,599,332,0,0,0,0,1
24,3698,3698,1061,519,542,1727,25,81,164,199,1059,199,1422,3779,0.567,-37.384,-10.3878,194.8542,33,27,144.832,4,3913,3,3581,4616,7306,21461,36963,1611,38574,3923,9833.0,1,34,0,0,2,0,1,10,0,0,0,1,2,4,2,0,0,12,0,0,0,0,0,0,245,484,0,0,0,0,1
9,6090,6090,1397,422,975,1731,26,133,191,195,1035,151,1302,2299,0.516,-45.0842,-5.1032,120.6501,44,18,419.352,0,5345,3,6306,1539,8432,19275,35552,1085,36637,5082,7209.0,1,18,0,0,0,0,0,12,1,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,37,651,0,0,0,0,1
9,5957,5957,1317,650,667,2845,57,247,281,301,1700,259,776,1784,0.516,-44.9919,-5.0174,87.9176,174,15,227.463,0,6649,3,5778,1483,8260,21865,37387,920,38306,6620,5786.0,1,16,0,0,0,0,0,11,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,64,875,0,0,0,0,1
26,4283,4283,1079,832,247,3283,60,276,364,383,1918,282,83,252,0.573,-48.2038,-5.259,116.0,34,76,287.273,5,4757,3,5926,1795,5860,27590,41170,947,42117,4702,8957.0,1,24,0,0,3,0,0,16,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,87,402,0,0,0,0,1
24,2957,2957,839,346,493,1843,27,107,147,199,1182,181,391,2667,0.604,-36.8839,-10.2092,16.4726,89,44,49.027,4,3204,3,4005,1694,6036,18819,30554,980,31534,3196,9867.0,1,22,2,0,3,0,0,3,0,0,0,1,2,4,0,0,0,7,0,0,0,0,0,0,257,484,0,0,0,0,1
19,3368,3368,924,640,284,2186,28,152,209,209,1332,256,485,318,0.602,-37.1838,-5.867,107.4131,35,12,268.726,0,3259,3,5762,4691,7203,20149,37805,1391,39196,3346,11714.0,1,28,0,0,4,0,3,9,0,1,0,0,0,2,1,1,0,7,0,0,0,0,0,0,198,436,0,0,0,0,1
9,5596,5596,1373,695,678,2732,62,250,348,311,1460,301,358,1016,0.555,-45.6339,-3.6764,36.4604,62,17,271.007,0,5826,3,6832,1627,7492,20104,36055,3603,39658,5731,6920.0,1,13,0,0,0,0,1,10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,156,567,0,0,0,0,1
26,2097,2097,646,332,314,1065,16,83,99,127,612,128,1922,3662,0.587,-48.123,-8.3955,177.4788,26,66,895.308,0,2613,3,5193,886,3654,17289,27022,1010,28032,2518,11133.0,1,13,1,0,1,0,1,6,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,98,207,0,0,0,0,1
10,2705,2697,841,476,365,1554,22,82,166,142,946,196,2,15,0.638,-40.5726,-17.2536,222.1169,96,88,405.834,0,2626,3,6642,806,6905,14603,28956,830,29785,2718,10959.0,1,29,1,0,3,0,0,19,0,1,0,0,1,2,0,0,0,2,0,0,0,0,0,0,153,278,0,0,0,0,1
19,3821,3821,932,304,628,1199,15,79,116,141,751,97,1034,753,0.555,-38.4912,-6.3194,639.4612,9,21,71.621,5,4149,3,1350,750,5832,22344,30276,869,31145,4154,7498.0,1,19,0,0,0,0,0,5,2,0,0,1,0,2,2,0,0,7,0,0,0,0,0,0,212,368,0,0,0,0,1
16,2986,2986,924,330,594,966,17,68,62,83,606,130,1639,594,0.503,-41.4797,-7.6028,256.6504,10,18,341.974,0,3075,3,1306,669,5144,13652,20771,963,21734,3028,7178.0,1,11,0,0,0,0,0,7,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,173,411,0,0,0,0,1
19,2872,2859,690,663,27,2774,45,176,261,362,1701,229,415,2344,0.576,-35.0761,-6.3128,39.8099,379,39,47.656,0,3146,3,6425,1170,5237,16370,29201,1234,30435,3145,9677.0,1,22,0,0,0,0,1,11,0,2,0,0,1,2,0,1,0,4,0,0,0,0,0,0,255,433,0,0,0,0,1
16,3076,3076,937,244,693,759,17,48,69,95,460,70,6178,1590,0.565,-40.9378,-7.141,412.0928,29,29,221.654,0,2990,3,4375,2612,7301,13217,27506,1748,29254,2947,9927.0,1,26,1,0,0,0,3,12,0,0,0,0,0,2,0,1,0,7,0,0,0,0,0,0,271,360,0,0,0,0,1
19,1618,1618,481,458,23,1541,18,85,124,151,988,175,454,241,0.592,-37.9474,-5.9919,205.4923,24,22,37.905,5,1712,3,442,606,3219,10352,14620,340,14960,1722,8688.0,1,8,0,0,0,0,1,4,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,133,261,0,0,0,0,1
16,4913,4913,1276,327,949,1137,19,67,117,113,706,115,2188,658,0.553,-42.9694,-9.2365,434.616,48,19,450.755,0,4956,3,1461,1034,5922,20545,28963,1038,30000,4881,6146.0,1,17,0,0,1,0,0,10,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,163,370,0,0,0,0,1
16,4280,4280,1150,352,798,1159,19,84,124,98,728,106,4131,1674,0.544,-41.909,-7.2358,175.4249,3,28,269.987,0,4454,3,3129,1047,6320,17737,28233,1305,29537,4383,6739.0,1,21,0,0,0,0,0,13,0,0,0,0,1,4,0,1,0,2,0,0,0,0,0,0,173,296,0,0,0,0,1
